,Pre-pulse (mV),,Holding Potential: -120mV,,,,,,,,,,,
141.2,3.90E-12,3.05E-12,5.17E-12,8.93E-12,3.70E-13,-3.06E-11,-2.78E-11,-5.52E-11,-8.47E-11,-1.40E-10,-1.41E-10,-2.28E-10,-4.40E-10,-7.55E-10
141.3,-1.92E-11,8.67E-12,3.29E-12,-1.76E-11,-2.06E-11,-2.81E-11,-3.66E-11,-5.45E-11,-7.40E-11,-1.12E-10,-1.42E-10,-2.36E-10,-4.53E-10,-7.42E-10
141.4,-9.86E-12,5.55E-12,-1.52E-11,-2.73E-11,-1.78E-11,-2.16E-11,-4.09E-11,-5.70E-11,-7.18E-11,-9.63E-11,-1.43E-10,-2.47E-10,-4.56E-10,-7.42E-10
141.5,-1.42E-12,-5.08E-12,-4.21E-12,-1.05E-11,-8.07E-12,-1.87E-12,-3.22E-11,-5.83E-11,-8.09E-11,-1.04E-10,-1.54E-10,-2.42E-10,-4.43E-10,-7.62E-10
141.6,-2.17E-11,-1.85E-11,2.04E-12,-7.63E-13,-1.46E-11,-2.44E-11,-4.44E-11,-5.89E-11,-9.12E-11,-1.17E-10,-1.57E-10,-2.38E-10,-4.37E-10,-7.71E-10
141.7,-9.23E-12,-4.14E-12,1.80E-11,-1.39E-12,-3.15E-11,-2.97E-11,-4.22E-11,-7.42E-11,-8.44E-11,-1.01E-10,-1.63E-10,-2.38E-10,-4.47E-10,-7.63E-10
141.8,-1.02E-11,3.05E-12,2.24E-11,-7.63E-13,-2.28E-11,-2.81E-11,-3.84E-11,-7.45E-11,-8.09E-11,-1.06E-10,-1.60E-10,-2.28E-10,-4.25E-10,-7.53E-10
141.9,-2.39E-11,-1.04E-11,3.27E-11,1.39E-11,-5.88E-12,-2.03E-11,-3.56E-11,-7.49E-11,-7.90E-11,-9.29E-11,-1.43E-10,-2.25E-10,-4.32E-10,-7.52E-10
142,-2.02E-11,-1.76E-11,1.52E-11,3.93E-12,-1.12E-11,-2.53E-11,-3.28E-11,-6.11E-11,-8.37E-11,-1.19E-10,-1.34E-10,-2.35E-10,-4.58E-10,-7.62E-10
142.1,-2.08E-11,-1.60E-11,2.35E-12,-1.05E-11,-1.56E-11,-2.72E-11,-4.41E-11,-5.14E-11,-7.12E-11,-1.08E-10,-1.61E-10,-2.22E-10,-4.69E-10,-7.62E-10
142.2,-4.81E-13,4.61E-12,3.29E-12,9.55E-12,2.56E-12,-9.37E-12,-3.50E-11,-3.83E-11,-6.18E-11,-9.66E-11,-1.69E-10,-2.22E-10,-4.54E-10,-7.60E-10
142.3,-1.99E-11,9.92E-12,1.67E-11,2.08E-11,-7.13E-12,1.41E-11,-3.16E-11,-5.95E-11,-6.97E-11,-1.02E-10,-1.54E-10,-2.17E-10,-4.54E-10,-7.57E-10
142.4,-2.55E-11,-5.71E-12,1.33E-11,1.74E-12,-1.34E-11,4.38E-12,-4.19E-11,-6.20E-11,-7.68E-11,-9.88E-11,-1.54E-10,-2.24E-10,-4.63E-10,-7.74E-10
142.5,-2.55E-11,-6.96E-12,2.35E-12,-1.70E-12,-3.09E-11,6.57E-12,-5.00E-11,-5.61E-11,-6.68E-11,-1.09E-10,-1.59E-10,-2.22E-10,-4.43E-10,-7.62E-10
142.6,-1.58E-11,-1.38E-11,1.24E-11,-7.63E-13,-2.93E-11,-8.75E-12,-4.22E-11,-5.55E-11,-5.37E-11,-1.15E-10,-1.60E-10,-2.32E-10,-4.24E-10,-7.64E-10
142.7,2.96E-12,2.33E-13,1.67E-11,-6.08E-12,-1.56E-11,-2.06E-11,-3.84E-11,-5.55E-11,-5.93E-11,-1.19E-10,-1.59E-10,-2.26E-10,-4.52E-10,-7.49E-10
142.8,-5.80E-12,5.46E-13,1.52E-11,-7.64E-12,-1.53E-11,-3.69E-11,-4.19E-11,-5.55E-11,-7.65E-11,-9.98E-11,-1.53E-10,-2.24E-10,-4.50E-10,-7.55E-10
142.9,-2.46E-11,6.17E-12,3.05E-11,-1.70E-11,-2.15E-11,-2.50E-11,-4.56E-11,-6.52E-11,-6.65E-11,-1.02E-10,-1.62E-10,-2.22E-10,-4.46E-10,-7.49E-10
143,-8.61E-12,-3.21E-12,3.14E-11,-2.01E-12,-6.19E-12,-2.25E-11,-3.94E-11,-7.05E-11,-7.28E-11,-1.18E-10,-1.48E-10,-2.23E-10,-4.41E-10,-7.53E-10
143.1,-9.23E-12,-6.64E-12,2.14E-11,-1.08E-12,-8.38E-12,-1.72E-11,-2.94E-11,-6.20E-11,-7.37E-11,-1.22E-10,-1.49E-10,-2.15E-10,-4.40E-10,-7.56E-10
143.2,-1.24E-11,2.33E-13,1.02E-11,-2.64E-12,-2.40E-11,-2.18E-12,-2.00E-11,-6.02E-11,-7.93E-11,-1.15E-10,-1.53E-10,-2.08E-10,-4.45E-10,-7.50E-10
143.3,-7.98E-12,-7.27E-12,1.99E-11,7.99E-12,-1.65E-11,1.57E-12,-2.56E-11,-6.67E-11,-8.37E-11,-1.05E-10,-1.38E-10,-2.23E-10,-4.52E-10,-7.48E-10
143.4,5.77E-12,-2.27E-12,1.61E-11,5.49E-12,-4.32E-12,-1.06E-11,-2.94E-11,-7.11E-11,-8.90E-11,-1.04E-10,-1.47E-10,-2.23E-10,-4.48E-10,-7.54E-10
143.5,-1.49E-11,6.49E-12,9.54E-12,-1.51E-11,-1.21E-11,-4.68E-12,-4.44E-11,-6.45E-11,-7.68E-11,-1.03E-10,-1.37E-10,-2.13E-10,-4.33E-10,-7.57E-10
143.6,-2.67E-11,2.42E-12,1.14E-11,-2.08E-11,-1.65E-11,-9.68E-12,-3.50E-11,-6.14E-11,-7.97E-11,-1.05E-10,-1.32E-10,-2.17E-10,-4.30E-10,-7.46E-10
143.7,-1.42E-11,-1.10E-11,1.45E-11,-3.05E-11,-1.21E-11,-2.41E-11,-4.41E-11,-5.55E-11,-8.34E-11,-1.06E-10,-1.45E-10,-2.30E-10,-4.49E-10,-7.47E-10
143.8,-1.61E-11,-2.26E-11,1.42E-11,-1.73E-11,-7.76E-12,-2.56E-11,-3.25E-11,-5.70E-11,-7.34E-11,-9.57E-11,-1.67E-10,-2.37E-10,-4.31E-10,-7.71E-10
143.9,-2.98E-12,-1.66E-11,5.17E-12,5.80E-12,-2.24E-11,-1.75E-11,-2.94E-11,-6.27E-11,-7.81E-11,-1.05E-10,-1.67E-10,-2.30E-10,-4.33E-10,-7.64E-10
144,-1.33E-11,4.92E-12,-2.34E-12,3.30E-12,-2.55E-13,-1.66E-11,-3.06E-11,-5.80E-11,-7.62E-11,-1.13E-10,-1.61E-10,-2.42E-10,-4.41E-10,-7.59E-10
144.1,-2.36E-11,8.36E-12,-2.34E-12,1.46E-11,-1.46E-11,-1.87E-11,-4.56E-11,-5.14E-11,-5.53E-11,-1.09E-10,-1.55E-10,-2.40E-10,-4.52E-10,-7.68E-10
144.2,-1.30E-11,7.11E-12,1.05E-11,9.55E-12,-3.15E-11,-3.13E-11,-4.44E-11,-6.92E-11,-6.78E-11,-9.48E-11,-1.49E-10,-2.15E-10,-4.54E-10,-7.57E-10
144.3,-1.05E-11,-8.83E-12,1.64E-11,2.68E-12,-1.87E-11,-4.41E-11,-5.00E-11,-6.74E-11,-8.31E-11,-1.08E-10,-1.50E-10,-2.24E-10,-4.54E-10,-7.44E-10
144.4,-1.42E-12,-1.01E-11,1.39E-11,-2.64E-12,-1.40E-11,-2.94E-11,-3.78E-11,-6.08E-11,-8.22E-11,-1.22E-10,-1.54E-10,-2.22E-10,-4.53E-10,-7.63E-10
144.5,3.58E-12,-6.96E-12,1.83E-11,1.74E-12,-1.43E-11,-2.34E-11,-4.28E-11,-5.05E-11,-7.18E-11,-1.13E-10,-1.56E-10,-2.17E-10,-4.49E-10,-7.63E-10
144.6,1.39E-11,-1.66E-11,2.05E-11,9.24E-12,-8.80E-13,-1.69E-11,-3.81E-11,-5.27E-11,-8.34E-11,-1.27E-10,-1.52E-10,-2.39E-10,-4.39E-10,-7.57E-10
144.7,1.17E-11,-1.26E-11,1.49E-11,-5.45E-12,-3.38E-12,-1.34E-11,-3.06E-11,-5.55E-11,-7.53E-11,-1.09E-10,-1.45E-10,-2.43E-10,-4.33E-10,-7.60E-10
144.8,-1.92E-11,-2.13E-11,1.30E-11,-6.08E-12,-9.63E-12,-2.88E-11,-2.97E-11,-6.70E-11,-6.68E-11,-9.63E-11,-1.52E-10,-2.36E-10,-4.43E-10,-7.53E-10
144.9,-1.52E-11,-1.32E-11,1.05E-11,2.68E-12,3.70E-13,-2.47E-11,-2.69E-11,-6.64E-11,-8.47E-11,-1.06E-10,-1.67E-10,-2.46E-10,-4.32E-10,-7.50E-10
145,-9.86E-12,-1.76E-11,2.24E-11,1.08E-11,4.75E-12,-2.31E-11,-4.97E-11,-6.74E-11,-7.84E-11,-9.85E-11,-1.58E-10,-2.42E-10,-4.40E-10,-7.59E-10
145.1,-1.95E-11,-1.85E-11,2.64E-11,3.93E-12,-1.43E-11,-3.75E-11,-6.72E-11,-5.05E-11,-7.87E-11,-9.85E-11,-1.48E-10,-2.44E-10,-4.48E-10,-7.60E-10
145.2,-9.86E-12,-2.51E-11,2.11E-11,-4.51E-13,-1.74E-11,-2.16E-11,-5.28E-11,-5.67E-11,-7.34E-11,-1.19E-10,-1.49E-10,-2.38E-10,-4.56E-10,-7.55E-10
145.3,-1.77E-11,-1.07E-11,2.04E-12,-2.20E-11,-4.63E-12,-1.47E-11,-3.31E-11,-6.58E-11,-8.81E-11,-1.20E-10,-1.43E-10,-2.22E-10,-4.54E-10,-7.48E-10
145.4,-2.08E-11,-2.58E-12,-7.03E-12,-7.01E-12,-1.87E-11,-1.47E-11,-4.09E-11,-6.02E-11,-6.65E-11,-1.16E-10,-1.48E-10,-2.37E-10,-4.45E-10,-7.50E-10
145.5,-6.73E-12,-1.20E-11,4.54E-12,1.11E-12,-1.65E-11,-2.34E-11,-3.81E-11,-6.36E-11,-6.78E-11,-1.10E-10,-1.64E-10,-2.33E-10,-4.66E-10,-7.65E-10
145.6,9.83E-12,-1.13E-11,5.48E-12,-1.14E-11,-3.00E-11,-2.56E-11,-4.75E-11,-6.52E-11,-6.75E-11,-1.03E-10,-1.69E-10,-2.31E-10,-4.63E-10,-7.78E-10
145.7,7.33E-12,9.92E-12,1.17E-11,-3.58E-12,-2.40E-11,-2.72E-11,-6.69E-11,-5.99E-11,-5.87E-11,-1.02E-10,-1.58E-10,-2.35E-10,-4.57E-10,-7.73E-10
145.8,-1.42E-12,-9.77E-12,-3.59E-12,1.36E-11,-2.34E-11,-1.97E-11,-6.16E-11,-5.27E-11,-8.56E-11,-1.23E-10,-1.49E-10,-2.43E-10,-4.52E-10,-7.82E-10
145.9,-1.42E-11,-2.35E-11,2.33E-11,2.52E-11,-1.49E-11,-1.25E-11,-5.75E-11,-6.05E-11,-8.03E-11,-1.13E-10,-1.45E-10,-2.36E-10,-4.52E-10,-7.62E-10
146,-1.20E-11,-2.95E-11,1.49E-11,8.61E-12,-2.49E-11,-2.41E-11,-4.72E-11,-6.80E-11,-7.28E-11,-1.05E-10,-1.57E-10,-2.27E-10,-4.58E-10,-7.57E-10
146.1,-1.64E-11,-3.13E-11,1.45E-11,2.36E-12,-1.06E-11,-1.03E-11,-2.09E-11,-9.74E-11,-5.40E-11,-1.01E-10,-1.77E-10,-2.29E-10,-4.42E-10,-7.52E-10
146.2,-4.81E-13,-1.60E-11,2.64E-11,2.05E-12,-9.63E-12,-1.81E-11,-2.50E-11,-9.64E-11,-4.59E-11,-1.06E-10,-1.73E-10,-2.23E-10,-4.38E-10,-7.66E-10
146.3,-7.94E-13,-1.54E-11,1.27E-11,-4.83E-12,-3.46E-11,-1.78E-11,-3.12E-11,-7.71E-11,-6.22E-11,-1.14E-10,-1.66E-10,-2.20E-10,-4.46E-10,-7.87E-10
146.4,-4.54E-12,-2.13E-11,1.80E-11,6.11E-12,-2.93E-11,-4.16E-11,-5.34E-11,-6.58E-11,-5.40E-11,-9.98E-11,-1.61E-10,-2.30E-10,-4.44E-10,-7.53E-10
146.5,1.39E-11,3.67E-12,1.95E-11,3.93E-12,-1.40E-11,-3.50E-11,-5.06E-11,-6.17E-11,-8.00E-11,-1.04E-10,-1.67E-10,-2.41E-10,-4.66E-10,-7.47E-10
146.6,1.48E-11,1.37E-11,8.92E-12,-1.39E-12,5.37E-12,-2.53E-11,-4.22E-11,-5.58E-11,-9.00E-11,-1.05E-10,-1.75E-10,-2.34E-10,-4.59E-10,-7.56E-10
146.7,-1.69E-13,7.42E-12,9.23E-12,7.68E-12,-1.03E-11,-2.50E-11,-3.97E-11,-6.05E-11,-7.53E-11,-9.48E-11,-1.52E-10,-2.37E-10,-4.55E-10,-7.55E-10
146.8,4.57E-13,-4.14E-12,5.79E-12,-1.01E-11,-1.28E-11,-1.97E-11,-4.06E-11,-5.42E-11,-8.90E-11,-1.03E-10,-1.36E-10,-2.33E-10,-4.54E-10,-7.57E-10
146.9,5.15E-12,-1.04E-11,2.83E-11,8.00E-13,-4.32E-12,-1.59E-11,-4.72E-11,-6.89E-11,-8.12E-11,-1.12E-10,-1.33E-10,-2.38E-10,-4.53E-10,-7.62E-10
147,-7.05E-12,-2.91E-11,2.86E-11,-1.26E-11,-8.38E-12,-3.34E-11,-4.97E-11,-6.20E-11,-6.93E-11,-1.20E-10,-1.57E-10,-2.23E-10,-4.65E-10,-7.63E-10
147.1,-4.23E-12,-1.63E-11,1.55E-11,-2.64E-12,-9.01E-12,-3.31E-11,-4.03E-11,-5.42E-11,-7.18E-11,-1.10E-10,-1.63E-10,-2.13E-10,-4.66E-10,-7.59E-10
147.2,5.46E-12,-2.26E-11,1.20E-11,-8.58E-12,2.25E-12,-3.28E-11,-4.19E-11,-6.30E-11,-5.84E-11,-9.88E-11,-1.66E-10,-2.16E-10,-4.65E-10,-7.55E-10
147.3,6.71E-12,-1.41E-11,4.77E-13,-2.64E-12,-1.18E-11,-2.94E-11,-3.12E-11,-6.05E-11,-6.34E-11,-1.02E-10,-1.59E-10,-2.45E-10,-4.43E-10,-7.59E-10
147.4,-1.42E-11,-6.33E-12,-5.78E-12,3.61E-12,-8.07E-12,-8.75E-12,-3.22E-11,-4.39E-11,-7.28E-11,-9.91E-11,-1.60E-10,-2.56E-10,-4.44E-10,-7.54E-10
147.5,-8.92E-12,5.46E-13,-1.49E-13,5.18E-12,-1.56E-11,-1.41E-11,-4.16E-11,-6.58E-11,-7.81E-11,-1.05E-10,-1.57E-10,-2.47E-10,-4.28E-10,-7.52E-10
147.6,-2.05E-11,-4.14E-12,-3.27E-12,-7.33E-12,-4.63E-12,-1.12E-11,-3.34E-11,-6.42E-11,-6.03E-11,-8.91E-11,-1.55E-10,-2.17E-10,-4.30E-10,-7.64E-10
147.7,-6.42E-12,2.33E-13,3.60E-12,-1.61E-11,2.87E-12,-1.16E-11,-3.44E-11,-6.33E-11,-6.18E-11,-9.98E-11,-1.49E-10,-2.13E-10,-4.36E-10,-7.62E-10
147.8,1.20E-11,-5.71E-12,2.20E-11,-8.58E-12,-1.19E-12,-2.91E-11,-3.91E-11,-7.27E-11,-6.72E-11,-1.10E-10,-1.54E-10,-2.11E-10,-4.49E-10,-7.64E-10
147.9,1.14E-11,-1.57E-11,3.52E-11,-3.58E-12,-9.01E-12,-4.69E-11,-3.62E-11,-5.30E-11,-8.37E-11,-1.01E-10,-1.43E-10,-2.31E-10,-4.36E-10,-7.68E-10
148,6.40E-12,-1.70E-11,3.61E-11,-6.08E-12,-1.96E-11,-5.16E-11,-2.59E-11,-4.39E-11,-8.25E-11,-1.08E-10,-1.52E-10,-2.26E-10,-4.49E-10,-7.61E-10
148.1,2.30E-11,-6.64E-12,2.45E-11,-1.70E-12,-1.34E-11,-3.47E-11,-2.34E-11,-4.86E-11,-8.72E-11,-1.00E-10,-1.51E-10,-2.24E-10,-4.49E-10,-7.71E-10
148.2,-1.69E-13,-9.14E-12,2.17E-11,-2.64E-12,2.56E-12,-2.00E-11,-4.66E-11,-4.99E-11,-7.97E-11,-1.04E-10,-1.54E-10,-2.12E-10,-4.43E-10,-7.77E-10
148.3,-2.17E-11,-7.89E-12,2.98E-12,2.68E-12,-1.74E-11,-1.84E-11,-5.81E-11,-5.45E-11,-6.56E-11,-9.88E-11,-1.45E-10,-2.20E-10,-4.39E-10,-7.61E-10
148.4,-2.42E-11,-6.96E-12,3.60E-12,1.74E-12,-2.49E-11,-2.16E-11,-6.00E-11,-6.70E-11,-5.87E-11,-1.04E-10,-1.57E-10,-2.41E-10,-4.44E-10,-7.74E-10
148.5,-3.27E-11,-2.58E-12,-7.74E-13,-6.08E-12,-3.21E-11,-2.06E-11,-4.16E-11,-6.30E-11,-6.72E-11,-9.45E-11,-1.43E-10,-2.38E-10,-4.36E-10,-7.78E-10
148.6,-2.27E-11,3.36E-12,4.54E-12,-4.83E-12,-1.84E-11,-2.28E-11,-1.94E-11,-6.02E-11,-7.78E-11,-9.29E-11,-1.47E-10,-2.37E-10,-4.37E-10,-7.53E-10
148.7,-8.30E-12,-7.27E-12,1.41E-12,2.99E-12,3.70E-13,-2.25E-11,-1.59E-11,-6.80E-11,-7.06E-11,-1.01E-10,-1.58E-10,-2.26E-10,-4.31E-10,-7.42E-10
148.8,-7.05E-12,-1.79E-11,2.05E-11,7.05E-12,-7.76E-12,-3.34E-11,-1.09E-11,-4.70E-11,-8.25E-11,-1.03E-10,-1.41E-10,-2.10E-10,-4.38E-10,-7.48E-10
148.9,-1.33E-11,-1.48E-11,1.58E-11,1.02E-11,-9.32E-12,-2.63E-11,-2.59E-11,-5.08E-11,-6.53E-11,-8.63E-11,-1.39E-10,-2.08E-10,-4.49E-10,-7.53E-10
149,-1.58E-11,-8.52E-12,2.17E-11,1.11E-12,-1.43E-11,-3.50E-11,-2.78E-11,-4.83E-11,-6.56E-11,-9.95E-11,-1.45E-10,-2.05E-10,-4.42E-10,-7.50E-10
149.1,-8.30E-12,-1.16E-11,1.99E-11,-1.11E-11,-1.18E-11,-3.53E-11,-3.94E-11,-4.64E-11,-8.00E-11,-1.19E-10,-1.40E-10,-2.16E-10,-4.28E-10,-7.37E-10
149.2,-1.30E-11,-1.64E-12,1.83E-11,3.93E-12,-2.18E-11,-3.41E-11,-4.00E-11,-5.14E-11,-7.53E-11,-1.14E-10,-1.54E-10,-2.20E-10,-4.36E-10,-7.44E-10
149.3,-1.20E-11,5.46E-13,2.61E-11,4.86E-12,-1.99E-11,-6.56E-12,-3.94E-11,-5.17E-11,-8.78E-11,-1.15E-10,-1.58E-10,-2.14E-10,-4.34E-10,-7.48E-10
149.4,-2.24E-11,1.09E-11,1.89E-11,-1.20E-11,1.29E-11,-1.50E-11,-4.25E-11,-4.20E-11,-1.03E-10,-1.15E-10,-1.61E-10,-2.10E-10,-4.38E-10,-7.41E-10
149.5,-1.17E-11,7.74E-12,1.83E-11,-1.20E-11,6.31E-12,-2.78E-11,-1.87E-11,-5.11E-11,-9.09E-11,-1.01E-10,-1.41E-10,-2.13E-10,-4.45E-10,-7.47E-10
149.6,-1.61E-11,-6.64E-12,2.36E-11,-3.89E-12,3.50E-12,-3.00E-11,-1.69E-11,-5.14E-11,-7.34E-11,-9.73E-11,-1.42E-10,-2.25E-10,-4.38E-10,-7.44E-10
149.7,-1.49E-11,-1.41E-11,1.86E-11,-1.26E-11,9.95E-13,-3.19E-11,-2.91E-11,-5.30E-11,-6.78E-11,-1.01E-10,-1.54E-10,-2.38E-10,-4.36E-10,-7.52E-10
149.8,-3.29E-12,-7.04E-13,-9.84E-12,-4.51E-12,-8.07E-12,-3.84E-11,-2.72E-11,-4.89E-11,-6.90E-11,-8.44E-11,-1.56E-10,-2.41E-10,-4.33E-10,-7.39E-10
149.9,-1.08E-11,5.23E-12,-1.71E-12,3.93E-12,-1.49E-11,-3.03E-11,-4.44E-11,-3.89E-11,-5.12E-11,-9.51E-11,-1.62E-10,-2.37E-10,-4.64E-10,-7.61E-10
150,-8.92E-12,1.84E-11,1.55E-11,1.42E-11,-2.21E-11,-2.50E-11,-2.91E-11,-4.58E-11,-6.31E-11,-1.09E-10,-1.68E-10,-2.34E-10,-4.51E-10,-7.54E-10
150.1,-1.73E-12,1.90E-11,2.27E-11,8.61E-12,-4.00E-11,-2.50E-11,-3.37E-11,-3.58E-11,-6.53E-11,-1.17E-10,-1.51E-10,-2.37E-10,-4.41E-10,-7.33E-10
150.2,-2.36E-12,8.59E-13,1.77E-11,8.30E-12,-4.18E-11,-3.06E-11,-4.06E-11,-3.39E-11,-6.62E-11,-1.13E-10,-1.31E-10,-2.18E-10,-4.42E-10,-7.44E-10
150.3,-9.55E-12,-3.21E-12,6.73E-12,5.18E-12,-3.71E-11,-1.62E-11,-3.03E-11,-4.49E-11,-7.09E-11,-1.08E-10,-1.25E-10,-2.19E-10,-4.46E-10,-7.51E-10
150.4,-7.36E-12,-2.23E-11,2.04E-12,2.68E-12,-2.06E-11,-2.81E-11,-5.16E-11,-7.64E-11,-8.69E-11,-1.06E-10,-1.45E-10,-2.11E-10,-4.38E-10,-7.69E-10
150.5,-3.11E-11,-2.70E-11,3.29E-12,-7.01E-12,-1.06E-11,-2.47E-11,-4.47E-11,-6.95E-11,-7.50E-11,-1.07E-10,-1.65E-10,-2.18E-10,-4.49E-10,-7.65E-10
150.6,-4.17E-11,-9.14E-12,-3.90E-12,-2.20E-11,1.13E-11,-1.72E-11,-2.03E-11,-6.30E-11,-5.53E-11,-1.02E-10,-1.57E-10,-2.14E-10,-4.48E-10,-7.71E-10
150.7,-3.33E-11,-3.92E-13,1.11E-11,8.30E-12,6.00E-12,-2.06E-11,-3.66E-11,-5.20E-11,-6.84E-11,-1.17E-10,-1.64E-10,-2.29E-10,-4.36E-10,-7.59E-10
150.8,-1.99E-11,8.67E-12,9.23E-12,2.68E-12,-5.68E-13,-3.19E-11,-3.50E-11,-5.55E-11,-7.59E-11,-1.17E-10,-1.64E-10,-2.22E-10,-4.41E-10,-7.37E-10
150.9,-3.92E-12,1.02E-11,1.11E-11,1.27E-11,-1.93E-11,-3.22E-11,-2.81E-11,-5.95E-11,-5.78E-11,-1.12E-10,-1.77E-10,-2.34E-10,-4.37E-10,-7.40E-10
151,-2.36E-12,1.52E-11,2.49E-11,8.93E-12,-2.06E-11,-2.56E-11,-3.47E-11,-6.30E-11,-5.68E-11,-1.17E-10,-1.50E-10,-2.25E-10,-4.36E-10,-7.38E-10
151.1,5.15E-12,8.36E-12,2.83E-11,-7.63E-13,-8.70E-12,-1.41E-11,-4.66E-11,-7.52E-11,-6.03E-11,-1.03E-10,-1.47E-10,-2.28E-10,-4.47E-10,-7.44E-10
151.2,-4.81E-13,-6.33E-12,5.79E-12,-1.51E-11,-1.84E-11,-2.19E-11,-3.47E-11,-7.17E-11,-5.43E-11,-1.04E-10,-1.29E-10,-2.26E-10,-4.64E-10,-7.46E-10
151.3,-1.70E-11,2.42E-12,-8.28E-12,-6.39E-12,-3.06E-11,-3.19E-11,-3.37E-11,-6.52E-11,-5.50E-11,-9.45E-11,-1.37E-10,-2.43E-10,-4.54E-10,-7.57E-10
151.4,-2.05E-11,-3.92E-13,1.02E-11,-8.89E-12,-2.40E-11,-3.72E-11,-3.69E-11,-4.42E-11,-6.06E-11,-1.06E-10,-1.47E-10,-2.40E-10,-4.40E-10,-7.65E-10
151.5,-1.83E-11,-6.96E-12,1.95E-11,-7.33E-12,-2.28E-11,-3.69E-11,-3.47E-11,-4.58E-11,-5.34E-11,-1.00E-10,-1.58E-10,-2.32E-10,-4.47E-10,-7.64E-10
151.6,-3.39E-11,-8.83E-12,1.33E-11,1.75E-13,-2.15E-11,-3.25E-11,-1.84E-11,-6.11E-11,-7.72E-11,-8.79E-11,-1.46E-10,-2.20E-10,-4.42E-10,-7.53E-10
151.7,-1.89E-11,1.12E-11,3.29E-12,4.87E-13,-9.95E-12,-1.78E-11,-2.19E-11,-5.52E-11,-8.31E-11,-1.04E-10,-1.34E-10,-2.26E-10,-4.44E-10,-7.41E-10
151.8,2.96E-12,8.05E-12,-6.71E-12,1.74E-12,-8.07E-12,-2.34E-11,-2.15E-11,-6.49E-11,-6.72E-11,-1.01E-10,-1.55E-10,-2.20E-10,-4.55E-10,-7.42E-10
151.9,1.42E-11,7.74E-12,2.66E-12,2.99E-12,-5.57E-12,-3.00E-11,-4.12E-11,-6.55E-11,-6.09E-11,-1.09E-10,-1.57E-10,-2.32E-10,-4.60E-10,-7.60E-10
152,-1.49E-11,9.30E-12,7.98E-12,4.24E-12,-1.06E-11,-2.66E-11,-3.34E-11,-4.92E-11,-5.43E-11,-1.08E-10,-1.70E-10,-2.28E-10,-4.53E-10,-7.49E-10
152.1,-1.39E-11,8.36E-12,1.36E-11,1.75E-13,-1.84E-11,-4.91E-11,-3.59E-11,-6.64E-11,-5.75E-11,-9.51E-11,-1.68E-10,-2.28E-10,-4.42E-10,-7.42E-10
152.2,6.08E-12,8.59E-13,1.05E-11,1.74E-12,-1.82E-12,-4.31E-11,-4.50E-11,-5.42E-11,-5.72E-11,-1.00E-10,-1.60E-10,-2.34E-10,-4.51E-10,-7.59E-10
152.3,-3.61E-12,-2.54E-11,-6.71E-12,2.36E-12,-1.31E-11,-1.09E-11,-3.84E-11,-5.86E-11,-4.93E-11,-1.10E-10,-1.64E-10,-2.24E-10,-4.41E-10,-7.57E-10
152.4,-5.80E-12,-3.38E-11,1.27E-11,1.21E-11,-1.65E-11,-1.06E-11,-2.75E-11,-7.24E-11,-6.15E-11,-1.14E-10,-1.57E-10,-2.36E-10,-4.44E-10,-7.64E-10
152.5,-2.67E-12,-2.23E-11,2.98E-12,8.00E-13,-1.59E-11,-2.06E-11,-2.28E-11,-5.74E-11,-7.62E-11,-1.18E-10,-1.51E-10,-2.17E-10,-4.49E-10,-7.49E-10
152.6,-1.49E-11,-7.27E-12,1.08E-11,-7.95E-12,-1.19E-12,-2.53E-11,-3.69E-11,-5.39E-11,-6.50E-11,-1.10E-10,-1.43E-10,-2.32E-10,-4.32E-10,-7.58E-10
152.7,-2.98E-12,-7.58E-12,2.33E-11,-1.39E-11,-4.01E-12,-4.34E-11,-1.97E-11,-4.52E-11,-6.84E-11,-1.06E-10,-1.42E-10,-2.27E-10,-4.37E-10,-7.60E-10
152.8,-1.99E-11,-1.33E-12,5.79E-12,-6.70E-12,-1.31E-11,-4.03E-11,-2.84E-11,-5.80E-11,-4.18E-11,-1.06E-10,-1.46E-10,-2.19E-10,-4.46E-10,-7.52E-10
152.9,-3.30E-11,2.37E-11,5.17E-12,4.55E-12,-1.93E-11,-2.38E-11,-3.75E-11,-4.55E-11,-5.12E-11,-9.98E-11,-1.45E-10,-2.29E-10,-4.43E-10,-7.38E-10
153,-2.98E-12,2.09E-11,-2.96E-12,8.00E-13,-1.65E-11,-3.94E-11,-3.66E-11,-4.86E-11,-6.84E-11,-9.79E-11,-1.49E-10,-2.37E-10,-4.38E-10,-7.42E-10
153.1,-1.69E-13,2.40E-11,7.67E-12,2.99E-12,-5.26E-12,-3.88E-11,-3.34E-11,-5.20E-11,-4.97E-11,-8.35E-11,-1.45E-10,-2.39E-10,-4.41E-10,-7.39E-10
153.2,1.64E-11,1.09E-11,2.14E-11,1.74E-12,-7.44E-12,-4.72E-11,-2.65E-11,-4.17E-11,-5.56E-11,-8.85E-11,-1.46E-10,-2.35E-10,-4.22E-10,-7.55E-10
153.3,1.64E-11,-4.46E-12,1.89E-11,4.87E-13,-1.49E-11,-2.41E-11,-1.72E-11,-2.70E-11,-6.78E-11,-8.48E-11,-1.46E-10,-2.31E-10,-4.43E-10,-7.69E-10
